CVE,Code,Package,Version
CVE-2015-8747,2,radicale,0.3-2+deb6u1
CVE-2015-8747,1,radicale (PTS),3.0.6-3
CVE-2015-8748,2,radicale,0.3-2+deb6u1
CVE-2015-8748,1,radicale (PTS),3.0.6-3
CVE-2015-8749,2,nova,2:13.0.0~rc3-1
CVE-2015-8749,1,nova (PTS),2:22.0.1-2+deb11u1
CVE-2015-8750,2,dwarfutils,20100214-1+deb6u1
CVE-2015-8750,1,dwarfutils (PTS),20201201-1
CVE-2015-8755,0,,
CVE-2015-8762,2,freeradius,(not affected)
CVE-2015-8762,1,freeradius (PTS),3.0.21+dfsg-2.2+deb11u1
CVE-2015-8763,2,freeradius,(not affected)
CVE-2015-8763,1,freeradius (PTS),3.0.21+dfsg-2.2+deb11u1
CVE-2015-8764,2,freeradius,(not affected)
CVE-2015-8764,1,freeradius (PTS),3.0.21+dfsg-2.2+deb11u1
CVE-2015-8766,0,,
CVE-2015-8767,2,linux,3.2.73-2+deb7u3
CVE-2015-8767,2,linux-2.6,2.6.32-48squeeze19
CVE-2015-8767,1,linux (PTS),5.10.223-1
CVE-2015-8768,0,,
CVE-2015-8770,2,roundcube,0.3.1-6+deb6u1
CVE-2015-8770,1,roundcube (PTS),1.4.15+dfsg.1-1+deb11u4
CVE-2015-8771,2,gosa,2.6.11-3+squeeze5
CVE-2015-8771,1,gosa (PTS),2.7.4+reloaded3-16
CVE-2015-8776,2,eglibc,2.11.3-4+deb6u9
CVE-2015-8776,2,glibc,2.19-18+deb8u3
CVE-2015-8776,1,glibc (PTS),2.31-13+deb11u11
CVE-2015-8777,2,eglibc,2.11.3-4+deb6u7
CVE-2015-8777,2,glibc,2.19-18+deb8u2
CVE-2015-8777,1,glibc (PTS),2.31-13+deb11u11
CVE-2015-8778,2,eglibc,2.11.3-4+deb6u9
CVE-2015-8778,2,glibc,2.19-18+deb8u3
CVE-2015-8778,1,glibc (PTS),2.31-13+deb11u11
CVE-2015-8779,2,eglibc,2.11.3-4+deb6u9
CVE-2015-8779,2,glibc,2.19-18+deb8u3
CVE-2015-8779,1,glibc (PTS),2.31-13+deb11u11
CVE-2015-8781,2,tiff,3.9.4-5+squeeze14
CVE-2015-8781,2,tiff3,3.9.6-11+deb7u4
CVE-2015-8781,1,tiff (PTS),4.2.0-1+deb11u5
CVE-2015-8782,2,tiff,3.9.4-5+squeeze14
CVE-2015-8782,2,tiff3,3.9.6-11+deb7u4
CVE-2015-8782,1,tiff (PTS),4.2.0-1+deb11u5
CVE-2015-8783,2,tiff,3.9.4-5+squeeze14
CVE-2015-8783,2,tiff3,3.9.6-11+deb7u4
CVE-2015-8783,1,tiff (PTS),4.2.0-1+deb11u5
CVE-2015-8784,2,tiff,3.9.4-5+squeeze14
CVE-2015-8784,2,tiff3,3.9.6-11+deb7u4
CVE-2015-8784,1,tiff (PTS),4.2.0-1+deb11u5
CVE-2015-8785,2,linux,3.2.73-2+deb7u3
CVE-2015-8785,2,linux-2.6,2.6.32-48squeeze19
CVE-2015-8785,1,linux (PTS),5.10.223-1
CVE-2015-8786,2,rabbitmq-server,(not affected)
CVE-2015-8786,1,rabbitmq-server (PTS),3.8.9-3+deb11u1
CVE-2015-8787,2,linux,(not affected)
CVE-2015-8787,2,linux-2.6,(not affected)
CVE-2015-8787,1,linux (PTS),5.10.223-1
CVE-2015-8789,2,libebml,(not affected)
CVE-2015-8789,1,libebml (PTS),1.4.2-1
CVE-2015-8790,2,libebml,0.7.7-3.1+deb6u1
CVE-2015-8790,1,libebml (PTS),1.4.2-1
CVE-2015-8791,2,libebml,0.7.7-3.1+deb6u1
CVE-2015-8791,1,libebml (PTS),1.4.2-1
CVE-2015-8792,2,libmatroska,0.8.1-1.1+deb6u1
CVE-2015-8792,1,libmatroska (PTS),1.6.2-1
CVE-2015-8793,2,roundcube,(not affected)
CVE-2015-8793,1,roundcube (PTS),1.4.15+dfsg.1-1+deb11u4
CVE-2015-8794,2,roundcube,(not affected)
CVE-2015-8794,1,roundcube (PTS),1.4.15+dfsg.1-1+deb11u4
CVE-2015-8795,2,lucene-solr,(not affected)
CVE-2015-8795,1,lucene-solr (PTS),3.6.2+dfsg-24
CVE-2015-8796,2,lucene-solr,(not affected)
CVE-2015-8796,1,lucene-solr (PTS),3.6.2+dfsg-24
CVE-2015-8797,2,lucene-solr,(not affected)
CVE-2015-8797,1,lucene-solr (PTS),3.6.2+dfsg-24
CVE-2015-8803,2,nettle,(not affected)
CVE-2015-8803,1,nettle (PTS),3.7.3-1
CVE-2015-8804,2,nettle,(not affected)
CVE-2015-8804,1,nettle (PTS),3.7.3-1
CVE-2015-8805,2,nettle,(not affected)
CVE-2015-8805,1,nettle (PTS),3.7.3-1
CVE-2015-8806,2,libxml2,2.8.0+dfsg1-7+wheezy6
CVE-2015-8806,1,libxml2 (PTS),2.9.10+dfsg-6.7+deb11u4
CVE-2015-8807,2,php-horde-core,2.15.0+debian0-1+deb8u1
CVE-2015-8807,1,php-horde-core (PTS),2.31.16+debian0-2
CVE-2015-8808,2,graphicsmagick,1.3.16-1.1+deb7u1
CVE-2015-8808,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2015-8812,2,linux,3.2.73-2+deb7u3
CVE-2015-8812,2,linux-2.6,2.6.32-48squeeze20
CVE-2015-8812,1,linux (PTS),5.10.223-1
CVE-2015-8813,0,,
CVE-2015-8814,0,,
CVE-2015-8816,2,linux,3.2.73-2+deb7u3
CVE-2015-8816,2,linux-2.6,(unfixed)
CVE-2015-8816,1,linux (PTS),5.10.223-1
CVE-2015-8817,2,qemu,(not affected)
CVE-2015-8817,2,qemu-kvm,(not affected)
CVE-2015-8817,1,qemu (PTS),1:5.2+dfsg-11+deb11u3
CVE-2015-8818,2,qemu,(not affected)
CVE-2015-8818,2,qemu-kvm,(not affected)
CVE-2015-8818,1,qemu (PTS),1:5.2+dfsg-11+deb11u3
CVE-2015-8820,0,,
CVE-2015-8821,0,,
CVE-2015-8822,0,,
CVE-2015-8830,2,linux,(not affected)
CVE-2015-8830,1,linux (PTS),5.10.223-1
CVE-2015-8833,2,pidgin-otr,(not affected)
CVE-2015-8833,1,pidgin-otr (PTS),4.0.2-3
CVE-2015-8834,2,wordpress,3.6.1+dfsg-1~deb7u12
CVE-2015-8834,1,wordpress (PTS),5.7.11+dfsg1-0+deb11u1
CVE-2015-8835,0,,
CVE-2015-8836,2,fuseiso,20070708-2+deb6u1
CVE-2015-8836,1,fuseiso (PTS),20070708-3.2
CVE-2015-8837,2,fuseiso,20070708-2+deb6u1
CVE-2015-8837,1,fuseiso (PTS),20070708-3.2
CVE-2015-8838,0,,
CVE-2015-8839,2,linux,3.16.84-1
CVE-2015-8839,1,linux (PTS),5.10.223-1
CVE-2015-8842,2,systemd,(not affected)
CVE-2015-8842,1,systemd (PTS),247.3-7+deb11u5
CVE-2015-8844,2,linux,(not affected)
CVE-2015-8844,1,linux (PTS),5.10.223-1
CVE-2015-8845,2,linux,(not affected)
CVE-2015-8845,1,linux (PTS),5.10.223-1
CVE-2015-8851,2,node-uuid,1.4.7-1
CVE-2015-8851,1,node-uuid (PTS),8.3.2+~8.3.0-4
CVE-2015-8852,2,varnish,3.0.2-2+deb7u2
CVE-2015-8852,1,varnish (PTS),6.5.1-1+deb11u3
CVE-2015-8853,2,perl,5.20.2-3+deb8u5
CVE-2015-8853,1,perl (PTS),5.32.1-4+deb11u3
CVE-2015-8854,2,node-marked,0.3.6+dfsg-1
CVE-2015-8854,1,node-marked (PTS),0.8.0+ds+repack-2
CVE-2015-8855,2,node-semver,5.3.0-1
CVE-2015-8855,1,node-semver (PTS),7.3.4-1
CVE-2015-8856,2,node-serve-index,1.9.1-1
CVE-2015-8856,1,node-serve-index (PTS),1.9.1-4
CVE-2015-8857,2,uglifyjs,2.7.4-1
CVE-2015-8857,1,uglifyjs (PTS),2.8.29-8
CVE-2015-8858,2,uglifyjs,2.7.4-1
CVE-2015-8858,1,uglifyjs (PTS),2.8.29-8
CVE-2015-8859,2,node-send,0.16.2-1
CVE-2015-8859,1,node-send (PTS),0.17.1-2
CVE-2015-8860,2,node-tar,2.2.1-1
CVE-2015-8860,1,node-tar (PTS),6.0.5+ds1+~cs11.3.9-1+deb11u2
CVE-2015-8861,2,mustache.js,(unfixed)
CVE-2015-8861,1,mustache.js (PTS),2.3.2-2
CVE-2015-8862,2,mustache.js,(unfixed)
CVE-2015-8862,1,mustache.js (PTS),2.3.2-2
CVE-2015-8863,2,jq,1.4-2.1+deb8u1
CVE-2015-8863,1,jq (PTS),1.6-2.1
CVE-2015-8864,2,roundcube,0.7.2-9+deb7u3
CVE-2015-8864,1,roundcube (PTS),1.4.15+dfsg.1-1+deb11u4
CVE-2015-8865,2,file,5.11-2+deb7u9
CVE-2015-8865,2,hhvm,3.12.11+dfsg-1
CVE-2015-8865,2,php5,5.4.45-0+deb7u3
CVE-2015-8865,2,php7.0,7.0.5-1
CVE-2015-8865,1,file (PTS),1:5.39-3+deb11u1
CVE-2015-8866,0,,
CVE-2015-8867,0,,
CVE-2015-8868,2,poppler,0.18.4-6+deb7u1
CVE-2015-8868,1,poppler (PTS),20.09.0-3.1+deb11u1
CVE-2015-8869,2,ocaml,3.12.1-4+deb7u1
CVE-2015-8869,1,ocaml (PTS),4.11.1-4
CVE-2015-8870,2,tiff,4.0.2-6+deb7u4
CVE-2015-8870,2,tiff3,(not affected)
CVE-2015-8870,1,tiff (PTS),4.2.0-1+deb11u5
CVE-2015-8871,2,openjpeg,(not affected)
CVE-2015-8871,2,openjpeg2,2.1.0-2+deb8u1
CVE-2015-8871,1,openjpeg2 (PTS),2.4.0-3
CVE-2015-8872,2,dosfstools,3.0.13-1+deb7u1
CVE-2015-8872,1,dosfstools (PTS),4.2-1
CVE-2015-8873,0,,
CVE-2015-8874,2,libgd2,2.0.36~rc1~dfsg-6.1+deb7u3
CVE-2015-8874,2,php5,5.6.12+dfsg-0+deb8u1
CVE-2015-8874,2,php7.0,7.0.0-1
CVE-2015-8874,1,libgd2 (PTS),2.3.0-2
CVE-2015-8875,2,gdk-pixbuf,2.26.1-1+deb7u4
CVE-2015-8875,1,gdk-pixbuf (PTS),2.42.2+dfsg-1+deb11u2
CVE-2015-8876,0,,
CVE-2015-8877,2,libgd2,(not affected)
CVE-2015-8877,2,php5,5.6.12+dfsg-0+deb8u1
CVE-2015-8877,2,php7.0,7.0.0-1
CVE-2015-8877,1,libgd2 (PTS),2.3.0-2
CVE-2015-8878,0,,
CVE-2015-8879,0,,
CVE-2015-8894,2,imagemagick,(not affected)
CVE-2015-8894,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8895,2,imagemagick,8:6.6.0.4-3+squeeze7
CVE-2015-8895,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8896,2,imagemagick,8:6.6.0.4-3+squeeze7
CVE-2015-8896,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8897,2,imagemagick,8:6.7.7.10-5+deb7u4
CVE-2015-8897,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8898,2,imagemagick,8:6.7.7.10-5+deb7u4
CVE-2015-8898,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8899,2,dnsmasq,(not affected)
CVE-2015-8899,1,dnsmasq (PTS),2.85-1
CVE-2015-8900,2,imagemagick,8:6.9.1.2-1
CVE-2015-8900,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8901,2,imagemagick,8:6.9.1.2-1
CVE-2015-8901,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8902,2,imagemagick,8:6.9.1.2-1
CVE-2015-8902,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8903,2,imagemagick,8:6.9.1.2-1
CVE-2015-8903,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8914,2,neutron,2:8.1.2-1
CVE-2015-8914,1,neutron (PTS),2:17.2.1-0+deb11u1
CVE-2015-8915,2,libarchive,3.0.4-3+wheezy3
CVE-2015-8915,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8916,2,libarchive,(not affected)
CVE-2015-8916,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8917,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8917,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8919,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8919,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8920,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8920,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8921,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8921,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8922,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8922,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8923,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8923,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8924,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8924,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8925,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8925,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8926,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8926,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8927,2,libarchive,(not affected)
CVE-2015-8927,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8928,2,libarchive,(not affected)
CVE-2015-8928,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8929,2,libarchive,(not affected)
CVE-2015-8929,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8930,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8930,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8931,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8931,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8932,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8932,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8933,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8933,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8934,2,libarchive,3.0.4-3+wheezy2
CVE-2015-8934,1,libarchive (PTS),3.4.3-2+deb11u1
CVE-2015-8935,0,,
CVE-2015-8936,2,squidguard,1.5-1+deb7u1
CVE-2015-8936,1,squidguard (PTS),1.6.0-2
CVE-2015-8944,2,linux,(not affected)
CVE-2015-8944,1,linux (PTS),5.10.223-1
CVE-2015-8946,2,ecryptfs-utils,111-1
CVE-2015-8946,1,ecryptfs-utils (PTS),111-5
CVE-2015-8947,2,harfbuzz,0.9.35-2+deb8u1
CVE-2015-8947,1,harfbuzz (PTS),2.7.4-1
CVE-2015-8948,2,libidn,1.25-2+deb7u2
CVE-2015-8948,1,libidn (PTS),1.33-3
CVE-2015-8949,2,libdbd-mysql-perl,4.021-1+deb7u1
CVE-2015-8949,1,libdbd-mysql-perl (PTS),4.050-3
CVE-2015-8950,2,linux,(not affected)
CVE-2015-8950,1,linux (PTS),5.10.223-1
CVE-2015-8952,2,linux,4.6.1-1
CVE-2015-8952,1,linux (PTS),5.10.223-1
CVE-2015-8953,2,linux,(not affected)
CVE-2015-8953,1,linux (PTS),5.10.223-1
CVE-2015-8954,2,suricata,2.0.6-1
CVE-2015-8954,1,suricata (PTS),1:6.0.1-3
CVE-2015-8955,2,linux,(not affected)
CVE-2015-8955,1,linux (PTS),5.10.223-1
CVE-2015-8956,2,linux,3.2.82-1
CVE-2015-8956,1,linux (PTS),5.10.223-1
CVE-2015-8957,2,imagemagick,8:6.7.7.10-5+deb7u8
CVE-2015-8957,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8958,2,imagemagick,8:6.7.7.10-5+deb7u8
CVE-2015-8958,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8959,2,imagemagick,8:6.7.7.10-5+deb7u8
CVE-2015-8959,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2015-8961,2,linux,(not affected)
CVE-2015-8961,1,linux (PTS),5.10.223-1
CVE-2015-8962,2,linux,3.2.84-1
CVE-2015-8962,1,linux (PTS),5.10.223-1
CVE-2015-8963,2,linux,3.2.84-1
CVE-2015-8963,1,linux (PTS),5.10.223-1
CVE-2015-8964,2,linux,3.2.84-1
CVE-2015-8964,1,linux (PTS),5.10.223-1
CVE-2015-8966,2,linux,(not affected)
CVE-2015-8966,1,linux (PTS),5.10.223-1
CVE-2015-8967,2,linux,4.0.2-1
CVE-2015-8967,1,linux (PTS),5.10.223-1
CVE-2015-8968,0,,
CVE-2015-8969,0,,
CVE-2015-8970,2,linux,3.2.78-1
CVE-2015-8970,1,linux (PTS),5.10.223-1
CVE-2015-8971,2,terminology,0.7.0-1+deb8u1
CVE-2015-8971,1,terminology (PTS),1.9.0-2
CVE-2015-8972,2,gnuchess,6.2.4-1
CVE-2015-8972,1,gnuchess (PTS),6.2.7-1
CVE-2015-8978,2,libsoap-lite-perl,0.714-1+deb7u1
CVE-2015-8978,1,libsoap-lite-perl (PTS),1.27-1
CVE-2015-8979,2,dcmtk,3.6.0-12+deb7u1
CVE-2015-8979,1,dcmtk (PTS),3.6.5-1
CVE-2015-8980,2,php-gettext,1.0.12-0.1
CVE-2015-8980,2,phpmyadmin,4:4.6.6-1
CVE-2015-8980,1,php-gettext (PTS),1.0.12-4
CVE-2015-8980,1,phpmyadmin (PTS),4:5.0.4+dfsg2-2+deb11u1
CVE-2015-8981,2,libpodofo,0.9.0-1.1+deb7u1
CVE-2015-8981,1,libpodofo (PTS),0.9.7+dfsg-2
CVE-2015-8982,2,eglibc,2.11.3-4+deb6u8
CVE-2015-8982,2,glibc,2.19-18+deb8u2
CVE-2015-8982,1,glibc (PTS),2.31-13+deb11u11
CVE-2015-8983,2,eglibc,2.11.3-4+deb6u7
CVE-2015-8983,2,glibc,2.19-18+deb8u2
CVE-2015-8983,1,glibc (PTS),2.31-13+deb11u11
CVE-2015-8984,2,eglibc,2.11.3-4+deb6u7
CVE-2015-8984,2,glibc,2.19-18+deb8u2
CVE-2015-8984,1,glibc (PTS),2.31-13+deb11u11
CVE-2015-8985,2,glibc,2.28-1
CVE-2015-8985,1,glibc (PTS),2.31-13+deb11u11
CVE-2015-8994,0,,
CVE-2015-9004,2,linux,(not affected)
CVE-2015-9004,1,linux (PTS),5.10.223-1
CVE-2015-9016,2,linux,(not affected)
CVE-2015-9016,1,linux (PTS),5.10.223-1
CVE-2015-9019,2,libxslt,(unfixed)
CVE-2015-9019,1,libxslt (PTS),1.1.34-4+deb11u1
CVE-2015-9056,0,,
CVE-2015-9059,2,picocom,1.7-1+deb7u1
CVE-2015-9059,1,picocom (PTS),3.1-2
CVE-2015-9096,0,,
CVE-2015-9097,2,ruby-mail,2.4.4-2+deb7u1
CVE-2015-9097,1,ruby-mail (PTS),2.7.1+dfsg1-1.1
CVE-2015-9099,2,lame,3.99.5+repack1-3+deb7u1
CVE-2015-9099,1,lame (PTS),3.100-3
CVE-2015-9100,2,lame,3.99.5+repack1-3+deb7u1
CVE-2015-9100,1,lame (PTS),3.100-3
CVE-2015-9101,2,lame,3.99.5+repack1-3+deb7u1
CVE-2015-9101,1,lame (PTS),3.100-3
CVE-2015-9235,0,,
CVE-2015-9236,0,,
CVE-2015-9238,0,,
CVE-2015-9239,0,,
CVE-2015-9240,0,,
CVE-2015-9241,0,,
CVE-2015-9242,0,,
CVE-2015-9243,0,,
CVE-2015-9244,2,node-mysql,2.0.0~alpha8-1
CVE-2015-9244,1,node-mysql (PTS),2.18.1-1
CVE-2015-9251,0,,
CVE-2015-9252,2,qpdf,7.0.0-1
CVE-2015-9252,1,qpdf (PTS),10.1.0-1
CVE-2015-9253,0,,
CVE-2015-9258,2,notary,0.1~ds1-1
CVE-2015-9258,1,notary (PTS),0.6.1~ds2-6
CVE-2015-9259,2,notary,0.1~ds1-1
CVE-2015-9259,1,notary (PTS),0.6.1~ds2-6
CVE-2015-9261,2,busybox,1:1.17.1-8+deb6u11
CVE-2015-9261,1,busybox (PTS),1:1.30.1-6
CVE-2015-9262,2,libxcursor,1:1.1.14-1+deb8u2
CVE-2015-9262,1,libxcursor (PTS),1:1.2.0-2
CVE-2015-9267,2,nsis,2.46-10+deb8u1
CVE-2015-9267,1,nsis (PTS),3.06.1-1
CVE-2015-9268,2,nsis,2.46-10+deb8u1
CVE-2015-9268,1,nsis (PTS),3.06.1-1
CVE-2015-9274,2,harfbuzz,(not affected)
CVE-2015-9274,1,harfbuzz (PTS),2.7.4-1
CVE-2015-9275,2,arc,5.21q-4+deb9u1
CVE-2015-9275,1,arc (PTS),5.21q-8
CVE-2015-9284,2,ruby-omniauth,2.0.4-2
CVE-2015-9284,1,ruby-omniauth (PTS),1.9.1-1
CVE-2015-9286,0,,
CVE-2015-9289,2,linux,4.1.5-1
CVE-2015-9289,1,linux (PTS),5.10.223-1
CVE-2015-9290,2,freetype,2.5.2-3+deb8u3
CVE-2015-9290,1,freetype (PTS),2.10.4+dfsg-1+deb11u1
CVE-2015-9381,2,freetype,2.5.2-3+deb8u4
CVE-2015-9381,1,freetype (PTS),2.10.4+dfsg-1+deb11u1
CVE-2015-9382,2,freetype,2.5.2-3+deb8u4
CVE-2015-9382,1,freetype (PTS),2.10.4+dfsg-1+deb11u1
CVE-2015-9383,2,freetype,2.5.2-3+deb8u4
CVE-2015-9383,1,freetype (PTS),2.10.4+dfsg-1+deb11u1
CVE-2015-9541,2,qtbase-opensource-src,5.11.3+dfsg1-1+deb10u5
CVE-2015-9541,1,qtbase-opensource-src (PTS),5.15.2+dfsg-9+deb11u1
CVE-2015-9542,2,libpam-radius-auth,1.3.16-4.4+deb8u1
CVE-2015-9542,1,libpam-radius-auth (PTS),2.0.0-1
CVE-2015-9543,2,nova,2:20.1.1-1
CVE-2015-9543,1,nova (PTS),2:22.0.1-2+deb11u1
CVE-2015-9544,0,,
CVE-2015-9545,0,,
CVE-2015-9731,404,,
CVE-2016-0024,0,,
CVE-2016-0186,0,,
CVE-2016-0191,0,,
CVE-2016-0193,0,,
CVE-2016-0402,2,openjdk-6,6b38-1.13.10-1~deb6u1
CVE-2016-0402,2,openjdk-7,7u95-2.6.4-1~deb7u1
CVE-2016-0402,2,openjdk-8,8u72-b15-1
CVE-2016-0402,1,openjdk-8 (PTS),8u422-b05-1
CVE-2016-0448,2,openjdk-6,6b38-1.13.10-1~deb6u1
CVE-2016-0448,2,openjdk-7,7u95-2.6.4-1~deb7u1
CVE-2016-0448,2,openjdk-8,8u72-b15-1
CVE-2016-0448,1,openjdk-8 (PTS),8u422-b05-1
CVE-2016-0466,2,openjdk-6,6b38-1.13.10-1~deb6u1
CVE-2016-0466,2,openjdk-7,7u95-2.6.4-1~deb7u1
CVE-2016-0466,2,openjdk-8,8u72-b15-1
CVE-2016-0466,1,openjdk-8 (PTS),8u422-b05-1
CVE-2016-0475,2,openjdk-8,8u72-b15-1
CVE-2016-0475,1,openjdk-8 (PTS),8u422-b05-1
CVE-2016-0483,2,openjdk-6,6b38-1.13.10-1~deb6u1
CVE-2016-0483,2,openjdk-7,7u95-2.6.4-1~deb7u1
CVE-2016-0483,2,openjdk-8,8u72-b15-1
CVE-2016-0483,1,openjdk-8 (PTS),8u422-b05-1
CVE-2016-0494,2,icu,4.8.1.1-12+deb7u4
CVE-2016-0494,2,openjdk-6,6b38-1.13.10-1~deb6u1
CVE-2016-0494,2,openjdk-7,7u95-2.6.4-1~deb7u1
CVE-2016-0494,2,openjdk-8,8u72-b15-1
CVE-2016-0494,1,icu (PTS),67.1-7
CVE-2016-0494,1,openjdk-8 (PTS),8u422-b05-1
CVE-2016-0495,2,virtualbox,(unfixed)
CVE-2016-0495,1,virtualbox (PTS),7.0.20-dfsg-1
CVE-2016-0502,0,,
CVE-2016-0503,0,,
CVE-2016-0504,0,,
CVE-2016-0505,0,,
CVE-2016-0546,0,,
CVE-2016-0592,2,virtualbox,(unfixed)
CVE-2016-0592,1,virtualbox (PTS),7.0.20-dfsg-1
CVE-2016-0594,0,,
CVE-2016-0595,0,,
CVE-2016-0596,0,,
CVE-2016-0597,0,,
CVE-2016-0598,0,,
CVE-2016-0599,0,,
CVE-2016-0600,0,,
CVE-2016-0601,0,,
CVE-2016-0602,2,virtualbox,(not affected)
CVE-2016-0602,1,virtualbox (PTS),7.0.20-dfsg-1
CVE-2016-0605,0,,
CVE-2016-0606,0,,
CVE-2016-0607,0,,
CVE-2016-0608,0,,
CVE-2016-0609,0,,
CVE-2016-0610,0,,
CVE-2016-0611,0,,
CVE-2016-0616,0,,
CVE-2016-0617,2,linux,(not affected)
CVE-2016-0617,2,linux-2.6,(not affected)
CVE-2016-0617,1,linux (PTS),5.10.223-1
CVE-2016-0634,2,bash,4.3-11+deb8u1
CVE-2016-0634,1,bash (PTS),5.1-2+deb11u1
CVE-2016-0636,2,openjdk-6,(unfixed)
CVE-2016-0636,2,openjdk-7,7u95-2.6.4-3
CVE-2016-0636,2,openjdk-8,8u77-b03-1
CVE-2016-0636,1,openjdk-8 (PTS),8u422-b05-1
CVE-2016-0639,0,,
CVE-2016-0640,0,,
CVE-2016-0641,0,,
CVE-2016-0642,0,,
CVE-2016-0643,0,,
CVE-2016-0644,0,,
CVE-2016-0646,0,,
CVE-2016-0647,0,,
CVE-2016-0648,0,,
CVE-2016-0649,0,,
CVE-2016-0650,0,,
CVE-2016-0651,0,,
CVE-2016-0655,0,,
CVE-2016-0657,0,,
CVE-2016-0659,0,,
CVE-2016-0661,0,,
CVE-2016-0662,0,,
CVE-2016-0665,0,,
CVE-2016-0666,0,,
CVE-2016-0667,0,,
CVE-2016-0668,0,,
CVE-2016-0678,2,virtualbox,(unfixed)
CVE-2016-0678,1,virtualbox (PTS),7.0.20-dfsg-1
CVE-2016-0682,0,,
CVE-2016-0686,2,openjdk-6,(unfixed)
CVE-2016-0686,2,openjdk-7,7u101-2.6.6-2~deb7u1
CVE-2016-0686,2,openjdk-8,8u91-b14-1
CVE-2016-0686,1,openjdk-8 (PTS),8u422-b05-1
CVE-2016-0687,2,openjdk-6,(unfixed)
CVE-2016-0687,2,openjdk-7,7u101-2.6.6-2~deb7u1
CVE-2016-0687,2,openjdk-8,8u91-b14-1
CVE-2016-0687,1,openjdk-8 (PTS),8u422-b05-1
CVE-2016-0689,0,,
CVE-2016-0692,0,,
CVE-2016-0694,0,,
CVE-2016-0695,2,openjdk-6,(unfixed)
CVE-2016-0695,2,openjdk-7,7u101-2.6.6-2~deb7u1
CVE-2016-0695,2,openjdk-8,8u91-b14-1
CVE-2016-0695,1,openjdk-8 (PTS),8u422-b05-1
CVE-2016-0701,2,openssl,(not affected)
CVE-2016-0701,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2016-0702,2,openssl,1.0.1e-2+deb7u20
CVE-2016-0702,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2016-0703,2,openssl,1.0.0c-2
CVE-2016-0703,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2016-0704,2,openssl,1.0.0c-2
CVE-2016-0704,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2016-0705,2,openssl,(not affected)
CVE-2016-0705,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2016-0706,2,tomcat6,6.0.45-1~deb6u1
